EDCS-ID	publication	province	place	dating from	dating to	status	inscription	Links	Latitude	Longitude	TM Place	language	photo
EDCS-44400337	BCTH-1908-CLXII = BCTH-1908-CXCII = ILAfr 00664h	Africa proconsularis	Testour / Tastur / Tichilla	237	237	Augusti/Augustae; miliaria; tituli operum; viri	"[Imp(erator)] Caes(ar) C(aius) [Iulius Ve]/rus Maximi[nus Pius] / Felix Aug(ustus) Ge[rman(icus) maxi]/mus Sarmat(icus) [maximus] / Dacicus max(imus) pon[tifex max(imus) tri]/buniciae potest(atis) III imp(erator) [V et] / C(aius) Iulius Verus Maximus [nobilis]/simus Caes(ar) princeps iuventu[tis] / German(icus) max(imus) Sarmat(icus) max(imus) Da[cicus] / maximus / via[m] Kar[th]agine usque ad fine[s] / Numidiae p[rovi]n[c]iae longa in/curia corruptam atque di/lap[sa]m r[estituer]un[t] / LXVI
material: lapis"		36.5520138	9.4418606			
EDCS-27600115	CIL 08, 22020 = ILTun 01732	Africa proconsularis	Zezia			Augusti/Augustae; miliaria; tituli operum; viri	"Imp(erator) Caes(ar) [C(aius) Iulius Ve]/rus Maximin[us Pius] / Fel(ix) Aug(ustus) G[erm(anicus) max(imus) Sar]/maticus max[imus] / Dac{c}icus [maximus] / pont(ifex) max[imus trib(unicia)] / potest(ate) III [imp(erator) V] / et C(aius) Iulius [Verus] / Maximus [nobilissi]/mus Caes(ar) p[rinceps] / iuventutis G[erm(anicus) ma]/x(imus) Sarmat(icus) [max(imus) Da]/c{c}icus max(imus) [viam a] / Karthagine [usque ad] / fines Numid[iae] / provinciae [longa] / incuria co[rrupta]/m adque [dilap]/sam restitu[e]/runt / LX
material: lapis"		36.746389	8.349167			
EDCS-05600093	CIL 02, 04724 = CIL 02-07, p 65 n 15 = HEp 1994, 00303 = CMB-02, 00001	Baetica	Cordoba / Corduba	97	97	Augusti/Augustae; miliaria; viri	"Imp(erator) Nerv[a] Caes(ar) / Aug(ustus) pont(ifex) maxim(us) / trib(unicia) potest(ate) II co(n)s(ul) III / proc(onsul) pat(er) patriae [viam vetustate(?)] / cor[ruptam(?)] restituit
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=A1673;CO0018486 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0018486	37.8847985	-4.7763748			
EDCS-05600094	CIL 02, 04725 = CIL 02-07, p 65 n 13 = CMB-02, 00004	Baetica	Cordoba / Corduba	98	98	Augusti/Augustae; miliaria; tituli operum; viri	"Imp(erator) Nerva div[i] Ner/vae f(ilius) Traianus Cae/sar Aug(ustus) Germanicus / pontif(ex) max(imus) tribunic(ia) / potest(ate) II co(n)s(ul) II p(ater) p(atriae) / vias vetustate corrup/tas refecit et restituit
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=A1674;CO0018482 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0018482	37.8847985	-4.7763748			
EDCS-21700300	CIL 02, 04733 = CIL 02-07, p 66 = HEp 1994, 00298 = CMB-02, 00003	Baetica	Cordoba / Corduba	98	98	Augusti/Augustae; miliaria; viri	"[Imp(erator) Nerva divi Ner/vae f(ilius) Traianus] Caesar / Aug(ustus) Germanic(us) pontif(ex) / max(imus) tribunic(ia) potest(ate) II / co(n)s(ul) II [p(ater) p(atriae)] vias vetustate / co[rrup]tas refecit / [
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=A1682;CO0018501 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0018501	37.8847985	-4.7763748			
EDCS-74200419	REA-1981-255 = CMB-01, 00027	Baetica	Cordoba / Corduba	90	90	Augusti/Augustae; miliaria; milites; tituli operum; viri	"[Imperator Caesar] / [divi Vespasiani f(ilius) Domitianus Aug(ustus) Germanicus] / p[ontifex maximus] / tr[ibuniciae] potestatis / [VIIII imp(erator) XXI co(n)s(ul) XV] / censor perpetuus / p(ater) p(atriae) ab arcu unde / incipit Baetica / viam Augustam / militarem vetus(t)ate / corruptam restituit LXVIIII
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=A24858	37.8847985	-4.7763748			
EDCS-21800408	CIL 10, 06954 = CIL 10, 06955 = InscrIt-01-01, 00242 = D 05876 = IIulian 00109 = Campedelli 00080	Bruttium et Lucania / Regio III	Salerni				Imp(erator) Caesar / M(arcus) Antonius Gor/dianus Pius Felix / Aug(ustus) pontif(ex) maxi/mu[s] trib(unicia) potest(ate) V co(n)s(ul) II / [p(ater)] p(atriae) proco(n)s(ul) viam / quae a Nuceriam Saler/[num] usque porrigitur / [di]utina incuria pror/[sus] [c]orruptam provi/[d]entia sua reddito or/dinario vectigali tute/[lae] eius restituit / II // Clau(dio) Iulia/no Pio Fe/lici sem/per Aug/usto / b(ono) r(ei) / [p]ublic(ae) nat(o)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil10_p708;CO0031180;CO0074986;de_21dessuoft%23page/444/mode/2up | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0031180	39.3760086	16.4248192			
EDCS-15800301	ZPE-172-239 = AE 1928, 00001 = AE 1939, +00305	Creta et Cyrenaica	Shahhat / Cyrenae			Augusti/Augustae; tituli operum; viri	Imp(erator) Caes(ar) / divi Traiani Parthici f(ilius) / divi Nervae nepos / Traianus Hadrianus / pont(ifex) m(aximus) t(ribunicia) p(otestate) II co(n)s(ul) III / viam quae tumultu / Iudaico eversa et / corrupta erat res/[tituit pe]r Q[	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD023467 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD023467	32.808215	21.8696836			
EDCS-13900592	ZPE-172-240 = LibAnt-1978/79-192 = AE 1951, +00104 = AE 1951, 00208	Creta et Cyrenaica	Shahhat / Cyrenae			Augusti/Augustae; miliaria; milites; tituli operum; viri	"Imp(erator) Caes(ar) divi / Traiani Parthici f(ilius) / divi Nervae nepos / Traianus Hadr[ianus] / Aug(ustus) p(ontifex) m(aximus) t(ribunicia) p(otestate) II co(n)s(ul) [III] / viam quae tum[ultu Iuda]/ico eversa et c[orrupta] / erat r[estit]uit / per mil(ites) coh(ortis) [
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD021424 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD021424	32.808215	21.8696836			
EDCS-16201606	ZPE-172-241 = LibAnt-1978/79-193 = SEG-09, 00252 = AE 1919, 00090	Creta et Cyrenaica	Susah / Apollonia			Augusti/Augustae; milites; tituli operum; viri	Imp(erator) Caes(ar) divi / Traiani Parthici f(ilius) / divi Nervae nepos / Traianus Hadrianus / Aug(ustus) p(ontifex) m(aximus) t(ribunicia) p(otestate) II co(n)s(ul) III / viam quae tumultu / Iudaico eversa et / corrupta erat res/[tituit pe]r [milites	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD026841 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD026841	32.8977728	21.9651776			
EDCS-00380532	AE 1994, 01055	Hispania citerior	Cercedilla				Imperator 3 Maximinus et Maximus 3 Caesar 3] / [vias et pontes temporis vet]ustate cor/[rupt(as) rest(ituerunt) curante Q(uinto)] Decio leg(ato) Aug(usti) pr(o) pr(aetore) / [	http://db.edcs.eu/epigr/partner.php?s_language=en&param=A7379;HD051527 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD051527	40.7412931	-4.0558002			
EDCS-20400249	CIL 17-01, 00272 = ILMadrid 00125 = MiliariTarrac 00108 = HEp 1995, 00550	Hispania citerior	Cercedilla, iuxta	238	238	Augusti/Augustae; miliaria; ordo senatorius; viri	"[Imp(erator) Caes(ar) C(aius) Iul(ius) Verus Maximinus P(ius) F(elix) Aug(ustus) Germ(anicus) max(imus) Dacic(us) max(imus) Sarmat(icus) max(imus) pontif(ex) max(imus) trib(unicia) potest(ate) V imp(erator) VII p(ater) p(atriae) co(n)s(ul) proco(n)s(ul) et Caius Iul(ius) Verus Maximus nobilissimus Caes(ar) Germ(anicus) max(imus) Dacic(us) max(imus) Sarmat(icus) max(imus) princeps iuventutis fil(ius) d(omini) n(ostri) Imp(eratoris) C(ai) Iul(i) Veri Maximini P(ii) F(elicis) Aug(usti) / [vias et pontes temporis vet]ustate cor/[rupt(os) rest(ituerunt) curante Q(uinto)] Decio leg(ato) Aug(ustorum) pr(o) pr(aetore) / m(ilia) p(assum) XVII
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=A17588;HD041461 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD041461	40.745583	-4.068889			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-34900823	CIRPZamora 00047	Hispania citerior	Fuente Encalada / Zamora				[Imp(erator)] Caes(ar) / divi Vespasiani [f(ilius)] / [D]o[mitianus Aug(ustus) G]erm[anicus] / [p]ont(ifex) m(aximus) trib(unicia) pot(estate) [3] / [ce]nsor per[petuus] / [viam v]etustate corr(uptam) / [r]efecit et pontes / r[e]st<i=V>tuit / [3]oma mil(ia) p(asuum) / [As]turic[am]		42.1100414	-5.9964344			
EDCS-05502689	CIL 02, 03270 = D 05513 = CILA-03-01, 00091 = Espectaculos-01, 00027 = AE 1975, 00526	Hispania citerior	Linares / Cazlona / Castulo	201	285		Q(uinto) Torio Q(uinti) f(ilio) Culleoni / proc(uratori) Aug(usti) provinc(iae) Baet(icae) / quod muros vetustate / collapsos d(e) s(ua) p(ecunia) refecit solum / ad balineum aedificandum / dedit viam quae per Castul(onensem) / saltum Sisaponem ducit / adsiduis imbribus corrup/tam munivit signa Vene/ris Genitricis et Cupidi/nis ad theatrum posuit / HS centies quae illi summa / publice debebatur addito / etiam epulo populo remisit / municipes Castulonenses / editis per biduum circens(ibus) / d(ecreto) d(ecurionum)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=A9410;CO0047853;de_21dessuoft%23page/378/mode/2up | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0047853	38.0928249	-3.6343581			
EDCS-29600388	CIL 02, 04918 = CIL 17-01, 00250 = MiliariTarrac 00058 = ERZaragoza 00026	Hispania citerior	Lucena de Jalon, iuxta	85	85	Augusti/Augustae; miliaria; viri	"[Imp(erator) Cae]sar / [divi Vespa]siani f(ilius) / [Domitianu]s Aug(ustus) Ger(manicus) / [pont(ifex) max(imus) im]p(erator) VIIII co(n)s(ul) XI / [tribunic(ia) po]testat(e) p(ater) p(atriae) / [vias vetustat]e corr[u]pt[as] / [refecit pon]tes restit(uit) / [ab 3 m(ilia) p(assuum)] CCLXXXIX / [ab 3 m(ilia) p(assuum)] CLXIX / [ab 3 m(ilia) p(assuum)] VII
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=A1684;CO0053187;HD041201 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD041201 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0053187	41.549722	-1.321639			
EDCS-29600386	CIL 17-01, 00215 = MiliariTarrac 00059 = AE 1976, 00299 = HEp 1995, 00287 = ERCantab 00040	Hispania citerior	Puerto de las Munecas	85	85	Augusti/Augustae; litterae erasae; miliaria; viri	"[Imperator C]aes(ar) divi Vesp(asiani) f(ilius) / [[[Domitianus Au]]]g(ustus) Ger(manicus) / [pont(ifex) ma]x(imus) trib(unicia) potes(tate) I[I]II / [imp(erator) XI p(ater) p(atriae)] co(n)s(ul) XI desig(natus) XII / [cens]oriae potestatis / [vias vetus]tate corruptas / [restituit] pon[t]es refe[cit] / [
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=A6577;HD012033 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD012033	43.2999865	-3.1706137			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$ERCantab_00040.jpg
EDCS-20500075	CIL 10, 05850 = Caro-A-1, 00002 = Campedelli 00023	Latium et Campania / Regio I	Ferentino / Ferentinum			ordo decurionum; tituli operum; viri	IIIIvir a]ed(ilicia) p(otestate) III[I]v[ir i(ure)] d(icundo) / [IIIIvir q]uinq(uennalis) cen[s(oria) po]t(estate) / [patronus a]b maioribus / [vi]am ita / [corrup]tam ut paene / [clivu]s invius esset / [a foro] pecuario usq(ue) / [ad	http://db.edcs.eu/epigr/partner.php?s_language=en&param=N155498;cil10_p579 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR155498&partId=1	41.692932	13.2534215			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-21700059	CIL 10, 06854 (p 1019) = CIL 05, *00844 = CIL 11, *00621 (p 1372) = D 05822	Latium et Campania / Regio I	Monte San Biagio / Monticelli di Fondi			miliaria	"IIII / Imp(erator) Caesar / M(arcus) Aurellius Antoninus / Invictus Pius Felix Aug(ustus) / Part(hicus) max(imus) Brit(annicus) max(imus) Germ(anicus) / max(imus) pont(ifex) max(imus) trib(unicia) potes(tate) / XVIIII imp(erator) III co(n)s(ul) IIII proco(n)s(ul) / viam ante hac lapide albo / inutiliter stratam et / corruptam silice novo / quo firmior commean/tibus esset per milia pas/su(u)m XXI sua pecunia fecit / LXXI
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil05_fva_p79;cil10_p691-19;CO0047680;de_21dessuoft%23page/434/mode/2up | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0047680	41.352513	13.352204			
EDCS-17500065	AE 1893, 00084	Latium et Campania / Regio I	Napoli / Neapolis	202	202		Imp(erator) Caesar divi M(arci) / Antonini Pii Germ(anici) Sarm(atici) / filius divi Commodi fra/ter divi Antonini Pii nepos / divi Hadriani pronepos / divi Traiani Parthici / abnep(os) divi Nervae adnep(os) / L(ucius) Septimius Severus Pius / Pertinax Aug(ustus) Arabicus / Adiabenicus Parthic(us) maxim(us) / pontif(ex) max(imus) trib(unicia) potest(ate) X / imp(erator) XI co(n)s(ul) III p(ater) p(atriae) proco(n)s(ul) et / Imp(erator) Caes(ar) Imp(eratoris) L(uci) Septimi / Severi Pii Pertinacis Aug(usti) / Arab(ici) Adiab(enici) Parth(ici) max(imi) filius / divi M(arci) Antonini Pii Germ(anici) / Sarm(atici) nepos divi Antonini / Pii pronepos divi Hadriani / abnep(os) divi Traiani Parth(ici) / et divi Nervae adnep(os) / M(arcus) Aurelius Antoninus / Pius Felix Aug(ustus) / tribunic(ia) potest(ate) V / co(n)s(ul) proco(n)s(ul) / molem novam ad de/fensionem viae / adluvione maris / corruptae f[e]cerunt	http://db.edcs.eu/epigr/partner.php?s_language=en&param=N134579 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR134579&partId=1	40.8359336	14.2487826			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-71200589	AE 2014, 00268 = MEFR-2014-69	Latium et Campania / Regio I	Ostia Antica	98	117	Augusti/Augustae; nomen singulare; officium/professio; servi/servae; seviri Augustales; tituli operum; viri	"[I]m[p(erator)] Ca[es(ar) divi Nervae f(ilius)] / Ner[v]a T[raianus Aug(ustus) Germ(anicus)] / Dac(icus) [pont(ifex) max(imus) trib(unicia) pot(estate) 3 co(n)s(ul) 3 p(ater) p(atriae)] / m[3] / Nymp[hodotus Aug(usti) Caes(aris) accens(us) et proc(urator)] / Pothus N[ymphodoti l(ibertus) viator tribunicius et Augustalis] / macellu[m in solo pr]ivat[o de sua pecunia fecerunt] / quot vetus[tate corrup]tum P[3] / [re]i pub(licae) Ost[iensium a nov]o restit[uit 3]
material: lapis"		41.753654	12.2857442			
EDCS-19700747	CIL 10, 04559 = IATrebula 00009 = Questori 00128	Latium et Campania / Regio I	Treglia / Trebula Balliensis	341	400	ordo decurionum; sacerdotes pagani; tituli honorarii; tituli operum; tria nomina; viri	L(ucio) Alfio Fannio Primo So[3] / quaest(ori) curatori frumento / du(u)mviro omnib(us) {h}onerib(us?) et / honoribus functo sacerd(otali) / viro patrono et curatori / [3] A(uli) Pisoni aurum atque / argentum obraetium se/rio il(l)ustravit thermas {a}e/tiam Constantinianas [l]on[g]a / vetustate corrupta(s) ex virib(us) suo / quam etiam e Sabinianeus ord/[3]rem filio viaceni/re statuam bene merenti patrono / [p]<r=P>a[estan]tissimo [3] / duoviro senatus populusque Trebu/[lanus 3]me[3] statuam decreverunt / d(e)d(icaverunt)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=S1962;N102401;cil10_p443 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR102401&partId=1	41.2220869	14.2590036			
EDCS-67500082	CILCaceres-03, 01124	Lusitania	Valdeobispo	85	85	Augusti/Augustae; miliaria; tituli operum; viri	"]a tri[b(unicia)] / [pot]est(ate) II p(ater) p(atriae) / imp(erator) XIIII censo[r] / perpetuus / co(n)s(ul) XIIII vias / corruptas et / pontes restituit / CIII
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=A24895	40.0814851	-6.2484612			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$CILCaceres-03_01124.jpg;pp
EDCS-29900566	CIL 03, 10647	Pannonia inferior	Batina / Ad Militare	217	218	Augusti/Augustae; litterae erasae; miliaria; ordo senatorius; tria nomina; viri	"Imp(erator) Caes(ar) [[[Marcus]]] / [[[Op]e[lli]us Ma[crinus]]] / I(ul)ius Au<g=C>(ustus) c<o=C>(n)[[[s(ul) pro(c)]o(n)s(ul) tr[ib(unicia) pot(estate)]]] / et Opelliu[[[s] Diad[u]meni]]/[[an[us] nobilissi[mus]]] Caes(ar) vi/as et pontes vetustate co/rrup[[[tas restitu]]]er(u)nt / [[[c]ura [agente Aelio T]r[i]cciano]] / [[[l]e<g=C>(ato) [Aug(usti) pr(o) pr(aetore) ab Aq(uinco) m(ilia) p(assuum)]]] / CXXXVII
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD074985 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD074985	45.8504469	18.8504633			
EDCS-32300144	CIL 03, 14354,03	Pannonia inferior	Budapest / Aquincum	217	217	Augusti/Augustae; litterae erasae; miliaria; ordo senatorius; tituli operum; tria nomina; viri	"Imp(erator) Caes(ar) [[[M(arcus) Opellius]]] / Severus [[[Macrinus]]] Pius Augus/tus co(n)s(ul) proco(n)s(ul) tribunicia / potestate et [[[Ope]lli[us Diad]]]/[[[um]enianus nobilissimus]] / Caesar vias et pontes ve/tustate corruptas res/tituerunt / cura agente / [[[Aelio Tric]c[iano leg(ato) Aug(usti)]]] / pr(o) pr(aetore) ab / Aq(uinco) m(ilia) p(assuum) / II
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=lu_10827	47.4984159	19.0405083			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
